"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","treatment_protocol_ch1","growth_protocol_ch1","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","data_processing","platform_id","contact_name","contact_email","contact_laboratory","contact_department","contact_institute","contact_address","contact_city","contact_zip/postal_code","contact_country","supplementary_file","data_row_count","cluster (1, 2, 3, 4):ch1","tissue:ch1"
"GSM4046100","3BMB_15","GSM4046100","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046100/suppl/GSM4046100_3BMB_15.CEL.gz","49495","1","lung"
"GSM4046101","3BMB_170","GSM4046101","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046101/suppl/GSM4046101_3BMB_170.CEL.gz","49495","1","lung"
"GSM4046102","3BMB_97","GSM4046102","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046102/suppl/GSM4046102_3BMB_97.CEL.gz","49495","1","lung"
"GSM4046103","3BMB_32","GSM4046103","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046103/suppl/GSM4046103_3BMB_32.CEL.gz","49495","1","lung"
"GSM4046104","3BMB_103","GSM4046104","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046104/suppl/GSM4046104_3BMB_103.CEL.gz","49495","1","lung"
"GSM4046105","3BMB_82","GSM4046105","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046105/suppl/GSM4046105_3BMB_82.CEL.gz","49495","1","lung"
"GSM4046106","3BMB_190","GSM4046106","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 2","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046106/suppl/GSM4046106_3BMB_190.CEL.gz","49495","2","lung"
"GSM4046107","3BMB_191","GSM4046107","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046107/suppl/GSM4046107_3BMB_191.CEL.gz","49495","1","lung"
"GSM4046108","3BMB_169","GSM4046108","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 2","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046108/suppl/GSM4046108_3BMB_169.CEL.gz","49495","2","lung"
"GSM4046109","3BMB_192","GSM4046109","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046109/suppl/GSM4046109_3BMB_192.CEL.gz","49495","1","lung"
"GSM4046110","3BMB_63","GSM4046110","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 4","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046110/suppl/GSM4046110_3BMB_63.CEL.gz","49495","4","lung"
"GSM4046111","3BMB_124","GSM4046111","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046111/suppl/GSM4046111_3BMB_124.CEL.gz","49495","1","lung"
"GSM4046112","3BMB_94","GSM4046112","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046112/suppl/GSM4046112_3BMB_94.CEL.gz","49495","1","lung"
"GSM4046113","3BMB_109","GSM4046113","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 3","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046113/suppl/GSM4046113_3BMB_109.CEL.gz","49495","3","lung"
"GSM4046114","3BMB_2","GSM4046114","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 3","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046114/suppl/GSM4046114_3BMB_2.CEL.gz","49495","3","lung"
"GSM4046115","3BMB_116","GSM4046115","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046115/suppl/GSM4046115_3BMB_116.CEL.gz","49495","1","lung"
"GSM4046116","3BMB_193","GSM4046116","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046116/suppl/GSM4046116_3BMB_193.CEL.gz","49495","1","lung"
